City,Customer Name,Customer Segment,Grouping Based on Unit Price,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
White Plains,Caroline Jumper,Corporate,A,3/1/2010,738,Not Specified,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,East,112,3/3/2010,Regular Air,New York,10605,0.04,7,0.59,32.6,560.51,4.5,80.98
White Plains,Caroline Jumper,Corporate,A,3/1/2010,738,Not Specified,Office Supplies,Small Box,Xerox 23,Paper,East,113,3/2/2010,Regular Air,New York,10605,0.08,31,0.37,-56.68,189.95,5.14,6.48
Sheboygan,Thomas Boland,Corporate,A,7/15/2011,740,Medium,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,Central,114,7/15/2011,Regular Air,Wisconsin,53081,0.09,6,0.39,3.46,28.01,0.49,4.98
Munster,Roy French,Consumer,A,6/1/2010,769,Medium,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,Central,115,6/2/2010,Delivery Truck,Indiana,46321,0.02,37,0.4,4.150000000,4261.94,56.14,115.99
Henderson,Darrin Van Huff,Home Office,A,6/16/2011,771,Critical,Office Supplies,Small Box,Xerox 1949,Paper,South,116,6/17/2011,Regular Air,Kentucky,42420,0.08,18,0.36,-38.35,88.84,4.72,4.98
Oceanside,Pamela Stobb,Consumer,A,4/16/2010,772,High,Office Supplies,Medium Box,Bionaire 99.97% HEPA Air Cleaner,Appliances,East,117,4/18/2010,Regular Air,New York,11572,0.08,35,0.5,-38.35,589.24,8.17,17.52
Oceanside,Pamela Stobb,Consumer,A,4/16/2010,772,High,Office Supplies,Small Box,#6 3/4 Gummed Flap White Envelopes,Envelopes,East,118,4/18/2010,Regular Air,New York,11572,0.1,25,0.37,86.93,233.05,1.39,9.9
Merrillville,Helen Abelman,Home Office,A,9/25/2010,773,Medium,Technology,Small Box,Talkabout T8367,Telephones and Communication,Central,119,9/26/2010,Regular Air,Indiana,46410,0.06,38,0.56,324.927,2071.3395,8.99,65.99
Albany,Sibella Parks,Small Business,A,12/3/2011,774,Critical,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,West,120,12/5/2011,Regular Air,Oregon,97321,0.03,17,0.6,-752.13,126.57,49,4.48
Watertown,Peter McVee,Small Business,A,3/17/2011,775,Critical,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,East,121,3/18/2011,Regular Air,MA,02471,0.1,35,0.81,-19.17,43.57,0.7,1.26
Wellesley,Peter McVee,Small Business,A,3/17/2011,775,Critical,Office Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,East,122,3/19/2011,Regular Air,MA,02457,0.1,8,0.44,-1.25,31.87,1.2,4.26
Poinciana,Thais Sissman,Corporate,A,2/17/2012,801,Critical,Office Supplies,Small Pack,Rogers Handheld Barrel Pencil Sharpener,Pens & Art Supplies,South,123,2/20/2012,Regular Air,Florida,34759,0.03,20,0.58,-47.41,59.85,3.5,2.74
Lima,Kean Nguyen,Corporate,A,1/4/2011,802,Critical,Office Supplies,Small Box,Fellowes Binding Cases,Binders and Binder Accessories,East,124,1/6/2011,Regular Air,Ohio,45801,0.08,33,0.4,12.7245,378.6,5.63,11.7
Lima,Kean Nguyen,Corporate,A,1/4/2011,802,Critical,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,East,125,1/4/2011,Regular Air,Ohio,45801,0.09,2,0.49,-52.1391,38.5,9.4,15.99
Gallatin,Toby Swindell,Small Business,A,7/4/2011,805,Not Specified,Furniture,Medium Box,"DAX Value U-Channel Document Frames, Easel Back",Office Furnishings,South,126,7/6/2011,Regular Air,Tennessee,37066,0.02,39,0.54,-119.86,197.56,5.71,4.97
Joliet,Neola Schneider,Home Office,A,11/23/2010,807,Medium,Office Supplies,Small Box,Xerox 1980,Paper,Central,127,11/24/2010,Regular Air,Illinois,60432,0.01,45,0.4,-166.85,196.85,6.18,4.28
Joliet,Neola Schneider,Home Office,A,11/23/2010,807,Medium,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,Central,128,11/24/2010,Regular Air,Illinois,60432,0.04,32,0.53,-14.33,124.56,2,3.95
Kearns,Alice McCarthy,Corporate,A,4/18/2012,832,Low,Office Supplies,Small Box,Xerox 1976,Paper,West,129,4/22/2012,Regular Air,Utah,84118,0.02,7,0.37,-17.58,53.46,5.9,6.48
Kenosha,Olvera Toch,Home Office,A,2/12/2009,833,Medium,Office Supplies,Small Box,GBC ProClick Spines for 32-Hole Punch,Binders and Binder Accessories,Central,130,2/13/2009,Regular Air,Wisconsin,53142,0.03,1,0.38,-20.3205,19.32,7.17,12.53
Aurora,Eugene Moren,Home Office,A,5/22/2009,834,Medium,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,West,131,5/23/2009,Delivery Truck,Colorado,80013,0.01,15,0.4,-164.3952,1813.04,56.14,115.99
Lancaster,Duane Huffman,Small Business,A,10/7/2011,835,Not Specified,Office Supplies,Small Box,Xerox 23,Paper,Central,132,10/8/2011,Regular Air,Texas,75146,0.02,18,0.37,-23.48,125.16,5.14,6.48
Dickinson,Sean O'Donnell,Corporate,A,6/14/2009,837,Not Specified,Office Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,Central,133,6/16/2009,Regular Air,North Dakota,58601,0.01,11,0.49,13.41,65.7,0.83,5.84
Park Ridge,Carlos Daly,Home Office,A,6/8/2012,868,Not Specified,Office Supplies,Medium Box,Holmes HEPA Air Purifier,Appliances,Central,134,6/9/2012,Regular Air,Illinois,60068,0,32,0.5,134.72,716.84,5.94,21.78
Park Ridge,Carlos Daly,Home Office,A,6/8/2012,868,Not Specified,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Computer Peripherals,Central,135,6/10/2012,Regular Air,Illinois,60068,0.04,31,0.71,114.46,1474.33,3.61,47.98
Orlando,Valerie Dominguez,Corporate,A,6/19/2010,870,Not Specified,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,South,136,6/19/2010,Regular Air,Florida,32839,0.04,23,0.59,475.54,1661.04,3.5,70.97
Saratoga,David Kendrick,Home Office,A,11/14/2011,871,Low,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,West,137,11/14/2011,Regular Air,California,95070,0.06,17,0.6,-34.97,104.94,5.22,6.24
The Colony,Edward Nazzal,Home Office,A,3/8/2010,896,Critical,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,Central,138,3/8/2010,Regular Air,Texas,75056,0.01,50,0.39,52.479,1246.52,12.98,24.92
Hagerstown,Sanjit Jacobs,Consumer,A,6/2/2010,898,High,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,East,139,6/4/2010,Regular Air,Maryland,21740,0.03,40,0.48,45.39,676.13,6.5,15.98
Hagerstown,Sanjit Jacobs,Consumer,A,6/2/2010,898,High,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,East,140,6/2/2010,Delivery Truck,Maryland,21740,0.04,26,0.76,-715.778206,7668.55,54.12,296.18
Townsend,Karen Carlisle,Home Office,A,9/30/2009,900,Not Specified,Office Supplies,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,East,141,10/1/2009,Regular Air,MA,01469,0.07,29,0.36,507.5775,1193.65,2.99,40.98
Joplin,Meg O'Connel,Corporate,A,7/26/2009,902,Not Specified,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,Central,142,7/29/2009,Regular Air,MO,64804,0.09,10,0.55,359.83,1925.83,0.99,207.48
Overland Park,Anthony O'Donnell,Consumer,A,3/1/2011,928,Low,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,Central,143,3/6/2011,Express Air,Kansas,66212,0.06,21,0.57,300.97,1222.68,3.99,59.98
Overland Park,Anthony O'Donnell,Consumer,A,3/1/2011,928,Low,Furniture,Small Box,DAX Clear Channel Poster Frame,Office Furnishings,Central,144,3/3/2011,Express Air,Kansas,66212,0.02,26,0.48,45,390.2,7.4,14.58
Chico,Luke Foster,Corporate,A,10/1/2012,929,High,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,West,145,10/4/2012,Regular Air,California,95928,0.04,21,0.64,-100.16,227.66,6.5,10.97
Chico,Luke Foster,Corporate,A,10/1/2012,929,High,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",West,146,10/3/2012,Regular Air,California,95928,0.04,39,0.55,-64.29,84.33,2.56,2.08
Winchester,Phillina Ober,Small Business,A,12/16/2009,930,Critical,Furniture,Medium Box,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,South,147,12/17/2009,Express Air,Virginia,22601,0.03,22,0.76,-41.64,922.39,58.66,41.32
Winchester,Phillina Ober,Small Business,A,12/16/2009,930,Critical,Office Supplies,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,South,148,12/16/2009,Regular Air,Virginia,22601,0,11,0.39,13.91,79.19,2,6.88
Quincy,Claudia Miner,Small Business,A,8/4/2012,933,Not Specified,Office Supplies,Small Box,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,Central,149,8/4/2012,Regular Air,Illinois,62301,0.02,15,0.37,-4.715,80.61,2.99,5.28
Fairborn,Jim Kriz,Consumer,A,9/20/2009,960,Medium,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,East,150,9/21/2009,Regular Air,Ohio,45324,0.07,46,0.54,-22.72,605.97,6.85,13.73
Garden City,Mike Vittorini,Small Business,A,5/5/2009,962,Low,Office Supplies,Small Box,GBC Therma-A-Bind 250T Electric Binding System,Binders and Binder Accessories,Central,151,5/7/2009,Regular Air,Michigan,48135,0.06,33,0.37,1408.1865,4064.05,19.99,122.99
Grand Rapids,Mike Vittorini,Small Business,A,5/5/2009,962,Low,Office Supplies,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,Central,152,5/7/2009,Delivery Truck,Michigan,49505,0.08,47,0.41,-1069.72,3213.87,60,68.81
Concord,Stefania Perrino,Corporate,A,5/19/2011,964,Medium,Office Supplies,Small Box,Avery Hanging File Binders,Binders and Binder Accessories,East,153,5/21/2011,Regular Air,New Hampshire,03301,0.02,50,0.39,95.1575,315.02,1.49,5.98
New Bedford,Stefania Perrino,Corporate,A,5/19/2011,964,Medium,Office Supplies,Wrap Bag,Peel-Off® China Markers,Pens & Art Supplies,East,154,5/21/2011,Regular Air,MA,02740,0.02,4,0.43,-1.28,40.02,1.09,9.93
Xenia,Jas O'Carroll,Corporate,A,5/14/2011,965,Low,Furniture,Jumbo Box,Global Adaptabilities™ Conference Tables,Tables,East,155,5/21/2011,Delivery Truck,Ohio,45385,0.07,42,0.66,-679.044366,11230.25,35.67,280.98
Chula Vista,Maureen Gastineau,Consumer,A,6/20/2012,967,Medium,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,West,156,6/22/2012,Regular Air,California,91911,0.03,6,0.39,-37.584,90.56,7.51,13.99
Chula Vista,Maureen Gastineau,Consumer,A,6/20/2012,967,Medium,Office Supplies,Small Pack,Panasonic KP-150 Electric Pencil Sharpener,Pens & Art Supplies,West,157,6/21/2012,Regular Air,California,91911,0.01,42,0.59,502.42,1634.9,2.9,37.74
Chula Vista,Maureen Gastineau,Consumer,A,6/20/2012,967,Medium,Furniture,Jumbo Box,Hon Rectangular Conference Tables,Tables,West,158,6/23/2012,Delivery Truck,California,91911,0.01,48,0.68,1836.81,11278.18,32.48,227.55
Garland,Kelly Lampkin,Corporate,A,4/19/2009,994,Low,Office Supplies,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",Rubber Bands,Central,159,4/23/2009,Regular Air,Texas,75043,0.06,38,0.36,14,132.07,1.63,3.58
Joliet,Neola Schneider,Home Office,A,5/30/2011,995,Medium,Furniture,Wrap Bag,Ultra Commercial Grade Dual Valve Door Closer,Office Furnishings,Central,160,5/31/2011,Regular Air,Illinois,60432,0.03,46,0.53,782.91,1815.49,3.04,39.89
Alton,Allen Rosenblatt,Small Business,A,11/25/2009,998,Not Specified,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Central,161,11/26/2009,Regular Air,Illinois,62002,0.07,16,0.4,93.8,248.26,1.39,15.74
Radnor,Max Jones,Home Office,A,9/4/2010,999,Low,Office Supplies,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Storage & Organization,East,162,9/11/2010,Regular Air,Pennsylvania,19087,0.08,6,0.79,-179.5,583.64,19.99,95.43
Coos Bay,Hallie Redmond,Home Office,A,6/2/2012,1027,Medium,Furniture,Jumbo Box,"Hon Metal Bookcases, Putty",Bookcases,West,163,6/4/2012,Delivery Truck,Oregon,97420,0.04,19,0.56,-379.1,1406.15,46.74,70.98
Fort Dodge,Matt Collins,Consumer,A,1/5/2009,1028,High,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,Central,164,1/6/2009,Regular Air,Iowa,50501,0.03,6,0.4,-28.46,165.75,1.99,28.48
Fort Dodge,Matt Collins,Consumer,A,1/5/2009,1028,High,Technology,Small Box,3285,Telephones and Communication,Central,165,1/7/2009,Regular Air,Iowa,50501,0.01,11,0.59,-60.39,2021.147,5.99,205.99
Hagerstown,Sanjit Jacobs,Consumer,A,8/31/2009,1031,Medium,Office Supplies,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders and Binder Accessories,East,166,9/2/2009,Regular Air,Maryland,21740,0,34,0.38,-52.21,226.1,5.19,6.37
Deer Park,Anthony Witt,Corporate,A,2/19/2012,1057,Critical,Technology,Small Pack,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,Central,167,2/21/2012,Regular Air,Texas,77536,0.09,41,0.61,-52.48,341.36,3.62,8.46
Blacksburg,Jim Epp,Small Business,A,4/25/2010,1058,Medium,Technology,Small Box,T28 WORLD,Telephones and Communication,South,168,4/26/2010,Regular Air,Virginia,24060,0.07,3,0.6,-888.162,469.438,8.99,195.99
Dickinson,Sean O'Donnell,Corporate,A,2/26/2009,1059,Critical,Office Supplies,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,Central,169,2/28/2009,Regular Air,North Dakota,58601,0.02,22,0.38,5.2955,127.33,2.99,5.34
Dickinson,Sean O'Donnell,Corporate,A,2/26/2009,1059,Critical,Office Supplies,Small Box,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders and Binder Accessories,Central,170,2/27/2009,Regular Air,North Dakota,58601,0.03,24,0.37,310.216,990.1,7.47,40.98
Pendleton,Harold Dahlen,Corporate,A,2/20/2010,1060,Medium,Office Supplies,Small Box,Vinyl Sectional Post Binders,Binders and Binder Accessories,West,171,2/22/2010,Regular Air,Oregon,97801,0,30,0.35,532.61,1187.55,2.99,37.7
Oakton,Muhammed Yedwab,Consumer,A,5/20/2012,1088,Low,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,South,172,5/27/2012,Regular Air,Virginia,22124,0.1,13,0.78,-112,269.02,6.5,20.97
Surprise,Ed Braxton,Consumer,A,8/21/2011,1095,Medium,Office Supplies,Small Box,Xerox 1949,Paper,West,173,8/23/2011,Regular Air,Arizona,85374,0.07,28,0.36,-50.14,142.18,4.72,4.98
Grove City,Stuart Calhoun,Consumer,A,9/18/2011,1127,Not Specified,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,East,174,9/19/2011,Regular Air,Ohio,43123,0.01,48,0.69,1215.28,5340.5,13.99,110.98
Mount Prospect,Sylvia Foulston,Home Office,A,2/14/2012,1154,Critical,Furniture,Jumbo Box,Hon 4-Shelf Metal Bookcases,Bookcases,Central,175,2/16/2012,Delivery Truck,Illinois,60056,0.04,44,0.6,440.72,4462.23,26.22,100.98
Mount Prospect,Sylvia Foulston,Home Office,A,2/14/2012,1154,Critical,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,Central,176,2/16/2012,Regular Air,Illinois,60056,0.25,11,0.68,-481.041,663.784,69,71.37
Derry,Thea Hendricks,Home Office,A,2/14/2012,1154,Critical,Office Supplies,Small Box,Avery 493,Labels,East,177,2/16/2012,Regular Air,New Hampshire,03038,0.02,23,0.36,53.13,115.1,0.5,4.91
Stamford,Thea Hendricks,Home Office,A,2/14/2012,1154,Critical,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,East,178,2/15/2012,Express Air,Connecticut,06903,0.01,7,0.59,57.1,516.65,3.5,70.97
Bessemer,Ionia McGrath,Home Office,A,8/23/2012,1185,Low,Office Supplies,Small Box,Xerox 194,Paper,South,179,8/27/2012,Regular Air,Alabama,35020,0.09,7,0.37,20.03,374.78,14.3,55.48
Indianapolis,Guy Armstrong,Corporate,A,11/19/2012,1187,Medium,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,Central,180,11/20/2012,Regular Air,Indiana,46203,0.05,14,0.37,20.21,222.91,4,15.98
Smithtown,Aaron Smayling,Small Business,A,4/8/2009,1189,Critical,Office Supplies,Small Box,Grip Seal Envelopes,Envelopes,East,181,4/9/2009,Regular Air,New York,11787,0,27,0.38,-59.82,129.1,4.99,4.42
Westfield,Karl Brown,Home Office,A,11/6/2011,1191,Medium,Furniture,Jumbo Drum,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,East,182,11/7/2011,Delivery Truck,New Jersey,07090,0.08,35,0.59,-243.60336,3532.96,60,100.8
Monroe,Sung Shariari,Corporate,A,4/25/2012,1217,Not Specified,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,South,183,4/26/2012,Regular Air,Louisiana,71203,0.07,25,0.4,185.21,662.16,1.99,28.48
Papillion,Craig Carroll,Corporate,A,6/19/2009,1218,Not Specified,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,Central,184,6/22/2009,Regular Air,Nebraska,68046,0.1,3,0.52,-25.13,46.46,6.75,14.42
Shelby,Lela Donovan,Corporate,A,4/18/2012,1221,Not Specified,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,Central,185,4/18/2012,Regular Air,Michigan,49455,0.06,1,0.38,-13.777,14.68,6.19,8.6
Southfield,Lela Donovan,Corporate,A,4/18/2012,1221,Not Specified,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,Central,186,4/20/2012,Regular Air,Michigan,48034,0.03,11,0.38,3724.5725,10145.14,19.99,896.99
Southfield,Lela Donovan,Corporate,A,4/18/2012,1221,Not Specified,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,Central,187,4/20/2012,Regular Air,Michigan,48034,0.08,16,0.35,-57.8795,68.45,5.41,4.24
Rock Springs,Nicole Brennan,Home Office,A,2/4/2010,1222,Medium,Office Supplies,Small Box,Xerox 1981,Paper,West,188,2/4/2010,Regular Air,Wyoming,82901,0.08,48,0.4,-121.91,257.39,5.57,5.28
Saint Cloud,Tanja Norvell,Consumer,A,1/25/2010,1253,Critical,Office Supplies,Small Box,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Storage & Organization,South,189,1/25/2010,Regular Air,Florida,34769,0.05,15,0.75,-30.19,494.34,6.72,31.98
Pendleton,Harold Dahlen,Corporate,A,1/10/2010,1280,Low,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,West,190,1/10/2010,Regular Air,Oregon,97801,0.05,40,0.78,-170.87,827.27,6.5,20.97
Prairie Village,Emily Grady,Home Office,A,2/27/2012,1282,Not Specified,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,Central,191,2/29/2012,Regular Air,Kansas,66202,0,26,0.42,366.48,892.38,1.99,31.78
Prairie Village,Emily Grady,Home Office,A,2/27/2012,1282,Not Specified,Office Supplies,Wrap Bag,Prang Drawing Pencil Set,Pens & Art Supplies,Central,192,2/29/2012,Regular Air,Kansas,66202,0.01,10,0.45,-2.06,29.41,1.34,2.78
Mankato,Sally Matthias,Corporate,A,5/31/2012,1285,Critical,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Central,193,5/31/2012,Delivery Truck,Minnesota,56001,0,27,0.69,-305.98,3874.12,54.74,130.98
Mankato,Sally Matthias,Corporate,A,5/31/2012,1285,Critical,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,Central,194,6/1/2012,Delivery Truck,Minnesota,56001,0.05,8,0.77,-277.29,1452.216,69.64,218.75
Norristown,Lena Creighton,Home Office,A,5/13/2010,1286,Not Specified,Office Supplies,Small Box,Wilson Jones Impact Binders,Binders and Binder Accessories,East,195,5/14/2010,Regular Air,Pennsylvania,19401,0.05,46,0.36,-144.6815,234.37,5.74,5.18
Norristown,Lena Creighton,Home Office,A,5/13/2010,1286,Not Specified,Technology,Small Pack,Accessory20,Telephones and Communication,East,196,5/15/2010,Regular Air,Pennsylvania,19401,0.06,14,0.37,229.779,1000.3565,3.3,85.99
Roswell,Mitch Willingham,Corporate,A,7/4/2009,1287,High,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,South,197,7/6/2009,Regular Air,Georgia,30076,0.06,39,0.79,480.57,3908.65,10.12,105.29
Mankato,Sally Matthias,Home Office,A,9/12/2009,1313,Critical,Office Supplies,Small Box,Xerox 1973,Paper,Central,198,9/14/2009,Regular Air,Minnesota,56001,0,34,0.39,-83.75,840.07,16.92,22.84
Bettendorf,Justin Knight,Corporate,A,5/12/2009,1314,Medium,Office Supplies,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,Central,199,5/14/2009,Regular Air,Iowa,52722,0,4,0.38,-7.61,42.58,4.39,9.27
Fayetteville,Janet Lee,Consumer,A,5/18/2011,1317,High,Office Supplies,Small Box,Fellowes Binding Cases,Binders and Binder Accessories,South,200,5/20/2011,Regular Air,North Carolina,28314,0.06,44,0.4,39.423,523.42,5.63,11.7
Fayetteville,Janet Lee,Consumer,A,5/18/2011,1317,High,Office Supplies,Small Box,Xerox 1922,Paper,South,201,5/19/2011,Regular Air,North Carolina,28314,0.08,40,0.36,-186.73,192.54,7.44,4.98
Fayetteville,Janet Lee,Consumer,A,5/18/2011,1317,High,Office Supplies,Small Box,Xerox 1981,Paper,South,202,5/20/2011,Regular Air,North Carolina,28314,0.06,29,0.4,-76.64,156.7,5.57,5.28
Elgin,Jim Radford,Corporate,A,4/15/2012,1344,Low,Technology,Small Box,g520,Telephones and Communication,Central,203,4/22/2012,Regular Air,Illinois,60123,0.06,15,0.59,-11.682,834.904,5.26,65.99
Elgin,Jim Radford,Corporate,A,4/15/2012,1344,Low,Technology,Small Box,LX 788,Telephones and Communication,Central,204,4/19/2012,Regular Air,Illinois,60123,0.01,18,0.58,313.578,2480.9205,8.99,155.99
